Name,Price,Time,Location,Product,Etat,Livraison
iPhone XR- 128Go,112 000 CFA,6 heures,"Dakar Plateau, Dakar, Sénégal",Téléphones & Tablettes,Produit neuf,disponible
iPhone 14 plus -128Go,280 000 CFA,6 heures,"Dakar Plateau, Dakar, Sénégal",Téléphones & Tablettes,Produit neuf,disponible
iPhone 12Pro -128Go,210 000 CFA,6 heures,"Dakar Plateau, Dakar, Sénégal",Téléphones & Tablettes,Produit neuf,disponible
iPhone 14Pro -128Go,435 000 CFA,6 heures,"Dakar Plateau, Dakar, Sénégal",Téléphones & Tablettes,Produit neuf,disponible
Mazda CX-5 2018,11 500 000 CFA,6 heures,"Damel, Dakar, Sénégal",Voitures,,
Samsung Galaxy Fold 5 -256Go,440 000 CFA,6 heures,"Dakar Plateau, Dakar, Sénégal",Téléphones & Tablettes,Produit neuf,disponible
HP X360 830 G7,225 000 CFA,"Yoff, Dakar, Sénégal",Ordinateurs,"Yoff, Dakar, Sénégal",,
Samsung Fold 3 -256Go,260 000 CFA,6 heures,"Dakar Plateau, Dakar, Sénégal",Téléphones & Tablettes,Produit neuf,disponible
Huawei Mate X3 -256Go,720 000 CFA,6 heures,"Dakar Plateau, Dakar, Sénégal",Téléphones & Tablettes,Produit neuf,disponible
Huawei Mate X3 -256Go,720 000 CFA,6 heures,"Dakar Plateau, Dakar, Sénégal",Téléphones & Tablettes,Produit neuf,disponible
Terrain agricole -Diogo,4 950 000 CFA,"Thies, Sénégal",Terrains,"Thies, Sénégal",,
Hyundai Tucson 2018,8 500 000 CFA,6 heures,"Damel, Dakar, Sénégal",Voitures,,
Terrain agricole -Diogo,2 949 500 CFA,"Thies, Sénégal",Terrains agricoles,"Thies, Sénégal",,
Terrain agricole plus accompagnement -Diogo,49 500 000 CFA,6 heures,"Thies, Sénégal",Terrains,,
Hyundai Avante 2017,6 700 000 CFA,6 heures,"Ouest Foire, Dakar, Sénégal",Voitures,,
Hyundai Santa fe 2019,15 700 000 CFA,6 heures,"Ouest Foire, Dakar, Sénégal",Voitures,,
Terrain agricole+Accompagnement -Diogo,4 950 000 CFA,"Thies, Sénégal",Terrains,"Thies, Sénégal",,
Disque dur externe 1tera 1000gb sata,15 000 CFA,6 heures,"Guediawaye, Dakar, Sénégal",Ordinateurs,,disponible
Hyundai Tucson 2018,12 800 000 CFA,7 heures,"Mermoz-Sacré Coeur, Dakar, Sénégal",Voitures,,
Peugeot 308 2016,4 950 000 CFA,7 heures,"Mbao, Dakar, Sénégal",Voitures,,
Peugeot 308 GT-Line 2017,7 400 000 CFA,7 heures,"Damel, Dakar, Sénégal",Voitures,,
PC Surface book 2 Nvidia,220 000 CFA,7 heures,"Yoff, Dakar, Sénégal",Ordinateurs,,
Cadillac Escalade 2021,57 990 000 CFA,7 heures,"Fass, Dakar, Sénégal",Voitures,,
Chevrolet Traverse IT 2016,4 000 000 CFA,7 heures,"Ouest Foire, Dakar, Sénégal",Voitures,,
Peugeot 308 sport 2017,6 500 000 CFA,7 heures,"Damel, Dakar, Sénégal",Voitures,,
Peugeot 2008,6 500 000 CFA,7 heures,"Parcelle Assainies, Dakar, Sénégal",Voitures,Produit neuf,
PC Dell i7 6th ssd 512gb tactile pliable,165 000 CFA,7 heures,"Guediawaye, Dakar, Sénégal",Ordinateurs,,disponible
Range Rover Velar 2018,25 000 000 CFA,7 heures,"Dakar Plateau, Dakar, Sénégal",Voitures,,
Range Rover Sport 2018,30 000 000 CFA,7 heures,"Dakar Plateau, Dakar, Sénégal",Voitures,,
Jeep Grand Cherokee 2017,12 500 000 CFA,7 heures,"Dakar Plateau, Dakar, Sénégal",Voitures,,
Vente villa commercial 4pièces -Parcelle Assainie unité 7,95 000 000 CFA,7 heures,"Dakar, Sénégal",Villas,,
Ensemble de 3 pièces couteaux allemand polyvalent,7 490 CFA,8 heures,"HLM, Dakar, Sénégal",Vaisselle,Produit neuf,disponible
Ford Edge Titanium 2019,12 500 000 CFA,8 heures,"Dakar Plateau, Dakar, Sénégal",Voitures,,
BMW X5 2017,17 000 000 CFA,8 heures,"Dakar Plateau, Dakar, Sénégal",Voitures,,
Peugeot 308 2016,4 750 000 CFA,8 heures,"Mbao, Dakar, Sénégal",Voitures,,
Ensemble de 6 pièces couteaux Allemand polyvalent,8 990 CFA,8 heures,"HLM, Dakar, Sénégal",Vaisselle,Produit neuf,disponible
PC Asus A9 -256Go,100 000 CFA,8 heures,"Guediawaye, Dakar, Sénégal",Ordinateurs,,disponible
iPhone 16-128Go,490 000 CFA,8 heures,"Medina, Dakar, Sénégal",Téléphones & Tablettes,Produit neuf,disponible
PC Macbook pro 2020 m1,410 000 CFA,8 heures,"Medina, Dakar, Sénégal",Téléphones & Tablettes,,disponible
BMW X3 2018,17 500 000 CFA,8 heures,"Dakar Plateau, Dakar, Sénégal",Voitures,,
Toyota Rav4 2016,7 500 000 CFA,8 heures,"Dakar, Sénégal",Voitures,Produit neuf,
Tripied pk-996,13 500 CFA,8 heures,"Mermoz-Sacré Coeur, Dakar, Sénégal",Décoration & luminaires,Produit neuf,disponible
Tripied live -p24+ring light,20 500 CFA,8 heures,"Mermoz-Sacré Coeur, Dakar, Sénégal",Décoration & luminaires,Produit neuf,disponible
Hyundai Santa fe 2015,7 200 000 CFA,8 heures,"Damel, Dakar, Sénégal",Voitures,,
Tripied live -p24+ring light,20 500 CFA,8 heures,"Mermoz-Sacré Coeur, Dakar, Sénégal",Autres électronique,Produit neuf,disponible
Ford Escape 2012,4 000 000 CFA,8 heures,"Mbao, Dakar, Sénégal",Voitures,,
Peugeot 308 2016,4 800 000 CFA,8 heures,"Mbao, Dakar, Sénégal",Voitures,,
Ford Escape 2009,2 500 000 CFA,8 heures,"Dakar, Sénégal",Voitures,,
Hyundai Tucson 2017,8 600 000 CFA,8 heures,"Dakar Plateau, Dakar, Sénégal",Voitures,,
Triped pk-9030,17 000 CFA,8 heures,"Mermoz-Sacré Coeur, Dakar, Sénégal",Décoration & luminaires,Produit neuf,disponible
Apple iPhone XR,110 000 CFA,"Mermoz-Sacré Coeur, Dakar, Sénégal",Téléphones & Tablettes,"Mermoz-Sacré Coeur, Dakar, Sénégal",Produit neuf,disponible
Selfie stick ring light,10 000 CFA,8 heures,"Mermoz-Sacré Coeur, Dakar, Sénégal",Accessoires Téléphonie,Produit neuf,disponible
Selfie stick ring light,10 000 CFA,8 heures,"Mermoz-Sacré Coeur, Dakar, Sénégal",Accessoires Téléphonie,Produit neuf,disponible
Ford Escape 2012,3 200 000 CFA,8 heures,"Dakar, Sénégal",Voitures,,
Mercedes-Benz GLE amg 2017,22 500 000 CFA,8 heures,"Dakar Plateau, Dakar, Sénégal",Voitures,,
Renault Duster 2013,4 450 000 CFA,8 heures,"Mbao, Dakar, Sénégal",Voitures,,
Service d'accompagnement d'achat de terrain,500 000 CFA,"Thies, Sénégal",Autres services,"Thies, Sénégal",,
Hyundai Tucson 2018,9 700 000 CFA,8 heures,"Dakar Plateau, Dakar, Sénégal",Voitures,Produit neuf,
Peugeot 308 2012,3 700 000 CFA,8 heures,"Dakar Plateau, Dakar, Sénégal",Voitures,,
Kia Sportage 2018,8 700 000 CFA,8 heures,"Dakar Plateau, Dakar, Sénégal",Voitures,,
Kia Sportage 2023,22 000 000 CFA,8 heures,"Sicap Liberté, Dakar, Sénégal",Voitures,,
Land Rover Discovery 2016,12 500 000 CFA,8 heures,"Dakar, Sénégal",Voitures,,
iPhone 12Pro Max -128Go,250 000 CFA,8 heures,"Dakar Plateau, Dakar, Sénégal",Téléphones & Tablettes,Produit neuf,disponible
Hyundai Santa Fe 2018,11 400 000 CFA,8 heures,"Damel, Dakar, Sénégal",Voitures,,
Peugeot 308 2013,4 500 000 CFA,8 heures,"Dakar, Sénégal",Voitures,,
Range Rover Sport 2014,12 800 000 CFA,8 heures,"Dakar Plateau, Dakar, Sénégal",Voitures,,
Vente de pépinières de papaye,350 CFA,"Thies, Sénégal",Matériel Agricole,"Thies, Sénégal",,
Peugeot 308 2016,5 600 000 CFA,8 heures,"Dakar, Sénégal",Voitures,,
Citroen C4 2015,4 500 000 CFA,8 heures,"Thies, Sénégal",Voitures,,
iPhone 11 -128Go,146 500 CFA,"Mermoz-Sacré Coeur, Dakar, Sénégal",Téléphones & Tablettes,"Mermoz-Sacré Coeur, Dakar, Sénégal",Produit neuf,disponible
Realme C53 nfc,85 000 CFA,"Mermoz-Sacré Coeur, Dakar, Sénégal",Téléphones & Tablettes,"Mermoz-Sacré Coeur, Dakar, Sénégal",Produit neuf,disponible
Tecno Spark 30C-256Go,80 000 CFA,8 heures,"Dakar Plateau, Dakar, Sénégal",Téléphones & Tablettes,Produit neuf,disponible
Tecno Spark 20 -256Go,80 000 CFA,8 heures,"Dakar Plateau, Dakar, Sénégal",Téléphones & Tablettes,Produit neuf,disponible
Vente R+5 TF  Mariste 2,250 000 000 CFA,8 heures,"Mariste, Dakar, Sénégal",Immeubles,,
iPhone 13 -128Go,245 000 CFA,8 heures,"Dakar Plateau, Dakar, Sénégal",Téléphones & Tablettes,Produit neuf,disponible
iPhone 11 -128Go,150 000 CFA,8 heures,"Dakar Plateau, Dakar, Sénégal",Téléphones & Tablettes,Produit neuf,disponible
Service d'accompagnement d'achat de terrain,500 000 CFA,"Thies, Sénégal",Autres services,"Thies, Sénégal",,
Renault Logan 2014,2 600 000 CFA,8 heures,"Dakar, Sénégal",Voitures,,
iPhone 13 Pro Max -128Go,330 000 CFA,8 heures,"Dakar Plateau, Dakar, Sénégal",Téléphones & Tablettes,Produit neuf,disponible
Hyundai Tucson 2020,14 000 000 CFA,8 heures,"Dakar, Sénégal",Voitures,,
Dji mavic 4 pro fay more Combo,1 950 000 CFA,8 heures,"Dakar, Sénégal",Appareils photos et Caméras,Produit neuf,disponible
Toyota Rav4 2017,8 800 000 CFA,8 heures,"Dakar, Sénégal",Voitures,Produit neuf,
iPhone 14plus -128Go,310 000 CFA,8 heures,"Medina, Dakar, Sénégal",Téléphones & Tablettes,,disponible
Chaussures Nike,20 000 CFA,9 heures,"Colobane, Dakar, Sénégal",Chaussures Homme,,disponible
Basin riche gold,5 000 CFA,9 heures,"Dakar Plateau, Dakar, Sénégal",Tissus & Foulards,,disponible
Getzner super manium gold,12 000 CFA,9 heures,"Dakar Plateau, Dakar, Sénégal",Tissus & Foulards,,disponible
Vente de pépinières -Mboro,Prix sur demande,"Thies, Sénégal",Alimentation,"Thies, Sénégal",,
Godass,13 000 CFA,9 heures,"Dakar Plateau, Dakar, Sénégal",Autres Sports & Loisirs,,disponible
Peugeot 308 2013,4 200 000 CFA,9 heures,"Mbao, Dakar, Sénégal",Voitures,,
Ford Fiesta 2008,2 300 000 CFA,9 heures,"Mbao, Dakar, Sénégal",Voitures,,
Chaussures homme,13 000 CFA,9 heures,"Dakar Plateau, Dakar, Sénégal",Chaussures Homme,,disponible
iPhone XR- 64Go,110 000 CFA,9 heures,"Dakar Plateau, Dakar, Sénégal",Téléphones & Tablettes,Produit neuf,disponible
iPhone XR- 128Go,120 000 CFA,9 heures,"Dakar Plateau, Dakar, Sénégal",Téléphones & Tablettes,Produit neuf,disponible
Basin riche gold,6 500 CFA,9 heures,"Dakar Plateau, Dakar, Sénégal",Tissus & Foulards,,disponible
Renault Samsung QM3 2018,7 200 000 CFA,9 heures,"Damel, Dakar, Sénégal",Voitures,,
iPhone 16 -256Go,510 000 CFA,9 heures,"Medina, Dakar, Sénégal",Téléphones & Tablettes,Produit neuf,disponible
Chaussures Nike,30 000 CFA,9 heures,"Colobane, Dakar, Sénégal",Chaussures Homme,,disponible
Toyota Rav4 2010,4 600 000 CFA,"Mbao, Dakar, Sénégal",Voitures,"Mbao, Dakar, Sénégal",,
Terrains agricoles -Mboro,5 950 500 CFA,"Thies, Sénégal",Terrains agricoles,"Thies, Sénégal",,
Basin riche gold,6 500 CFA,9 heures,"Dakar Plateau, Dakar, Sénégal",Tissus & Foulards,,disponible
Chaussures homme,25 000 CFA,9 heures,"Dakar Plateau, Dakar, Sénégal",Chaussures Homme,,disponible
Ford Fusion Titanium 2013,3 850 000 CFA,9 heures,"Fass, Dakar, Sénégal",Voitures,,
Ford Escape 2011,3 750 000 CFA,9 heures,"Fass, Dakar, Sénégal",Voitures,,
Getzner super manium gold original,12 000 CFA,9 heures,"Dakar Plateau, Dakar, Sénégal",Tissus & Foulards,,disponible
Lacoste homme,6 500 CFA,9 heures,"Dakar Plateau, Dakar, Sénégal",Vêtements Homme,,disponible
iPhone 13Pro -128Go,270 000 CFA,9 heures,"Dakar Plateau, Dakar, Sénégal",Téléphones & Tablettes,Produit neuf,disponible
iPhone 12Pro Max -128Go,260 000 CFA,9 heures,"Dakar Plateau, Dakar, Sénégal",Téléphones & Tablettes,Produit neuf,disponible
iPhone 11 -64Go,125 000 CFA,9 heures,"Dakar Plateau, Dakar, Sénégal",Téléphones & Tablettes,Produit neuf,disponible
iPhone 15Pro 128Go,435 000 CFA,9 heures,"Medina, Dakar, Sénégal",Téléphones & Tablettes,,
iPhone 14Pro Max -256Go,320 000 CFA,9 heures,"Medina, Dakar, Sénégal",Téléphones & Tablettes,,
iPhone 13Pro Max -128Go,305 000 CFA,9 heures,"Medina, Dakar, Sénégal",Téléphones & Tablettes,,
Meuble TV VP,40 000 CFA,9 heures,"Colobane, Dakar, Sénégal",Meubles,,
Armoire de  rangement en bois,40 000 CFA,9 heures,"Colobane, Dakar, Sénégal",Meubles,,
Peugeot 308. T9 2016,4 900 000 CFA,9 heures,"Mbao, Dakar, Sénégal",Voitures,,
Basin riche gold,6 500 CFA,9 heures,"Dakar Plateau, Dakar, Sénégal",Tissus & Foulards,,disponible
Location appartements 5 pièces - Yoff ocean,350 000 CFA,9 heures,"Yoff, Dakar, Sénégal",Appartements,,
Hyundai Santa fe 2016,9 900 000 CFA,9 heures,"Damel, Dakar, Sénégal",Voitures,,
Ford Edge 2017,9 800 000 CFA,9 heures,"Fass, Dakar, Sénégal",Voitures,,
Airpods,8 000 CFA,9 heures,"Medina, Dakar, Sénégal","Son, Hifi & Casques",Produit neuf,
Hyundai Santa fe 2016,9 800 000 CFA,9 heures,"Damel, Dakar, Sénégal",Voitures,,
PC HP i7 7th bureau,145 000 CFA,9 heures,"Medina, Dakar, Sénégal",Ordinateurs,,disponible
BMW X5 2017,17 500 000 CFA,"Sacré-Coeur, Dakar, Sénégal",Voitures,"Sacré-Coeur, Dakar, Sénégal",,
Hyundai Elantra 2015,5 500 000 CFA,9 heures,"Damel, Dakar, Sénégal",Voitures,,
Citroen C4 Cactus  2017,7 400 000 CFA,9 heures,"Damel, Dakar, Sénégal",Voitures,,
Kia Seltos 2021,11 800 000 CFA,9 heures,"Grand Yoff, Dakar, Sénégal",Voitures,,
Ford Explorer 2013,5 600 000 CFA,9 heures,"Damel, Dakar, Sénégal",Voitures,,
Chaussures homme,25 000 CFA,9 heures,"Dakar Plateau, Dakar, Sénégal",Chaussures Homme,,disponible
Peugeot 308 2016,5 800 000 CFA,9 heures,"Fass, Dakar, Sénégal",Voitures,,
Ford Fiesta 2013,2 450 000 CFA,9 heures,"HLM, Dakar, Sénégal",Voitures,,
Corn Coco 10 - 128Gb,50 000 CFA,9 heures,"Medina, Dakar, Sénégal",Téléphones & Tablettes,Produit neuf,
Service de dédouanement / mutation,Prix sur demande,9 heures,"Fass, Dakar, Sénégal",Autres services,,
Jeep Cherokee 2014,5 200 000 CFA,"Almadies, Dakar, Sénégal",Voitures,"Almadies, Dakar, Sénégal",,
Peugeot 308 2016,5 800 000 CFA,9 heures,"Fass, Dakar, Sénégal",Voitures,,
Peugeot 308 2013,3 750 000 CFA,9 heures,"Dakar Plateau, Dakar, Sénégal",Voitures,,
Location appartements 4 pièces - Dakar,600 000 CFA,9 heures,"Dakar, Sénégal",Appartements,,
Chaussures homme,Prix sur demande,9 heures,"Dakar Plateau, Dakar, Sénégal",Chaussures Homme,,disponible
Djipur,20 000 CFA,9 heures,"Dakar Plateau, Dakar, Sénégal",Tissus & Foulards,,disponible
Location appartements 4pièces -Liberté6 extension,350 000 CFA,9 heures,"Sicap Liberté, Dakar, Sénégal",Appartements,,
Dêco trophées idéal pour déco meuble tv console bureau table coin,7 000 CFA,9 heures,"Colobane, Dakar, Sénégal",Décoration & luminaires,,
Chaussures homme,15 000 CFA,9 heures,"Dakar Plateau, Dakar, Sénégal",Chaussures Homme,,disponible
Lacoste homme,6 500 CFA,9 heures,"Dakar Plateau, Dakar, Sénégal",Vêtements Homme,,disponible
Getzner super manium gold,12 000 CFA,9 heures,"Dakar Plateau, Dakar, Sénégal",Tissus & Foulards,,disponible
Bassin riche,6 500 CFA,9 heures,"Dakar Plateau, Dakar, Sénégal",Tissus & Foulards,,disponible
Brodé,16 000 CFA,9 heures,"Dakar Plateau, Dakar, Sénégal",Tissus & Foulards,,disponible
T-shirt coton,5 000 CFA,9 heures,"Dakar Plateau, Dakar, Sénégal",Vêtements Homme,,disponible
Chaussures homme,13 000 CFA,9 heures,"Dakar Plateau, Dakar, Sénégal",Chaussures Homme,,disponible
Renault QM3 2016,6 800 000 CFA,9 heures,"Fass, Dakar, Sénégal",Voitures,,
Toyota Auris 2015,6 600 000 CFA,9 heures,"Fass, Dakar, Sénégal",Voitures,,
Bassin riche,5 000 CFA,9 heures,"Dakar Plateau, Dakar, Sénégal",Tissus & Foulards,,disponible
Basin riche,5 000 CFA,9 heures,"Dakar Plateau, Dakar, Sénégal",Tissus & Foulards,,disponible
Getzner super manium gold,12 000 CFA,9 heures,"Dakar Plateau, Dakar, Sénégal",Tissus & Foulards,,disponible
Getzner super manium gold,12 000 CFA,9 heures,"Dakar Plateau, Dakar, Sénégal",Tissus & Foulards,,disponible
Jeep Cherokee,7 700 000 CFA,9 heures,"Parcelle Assainies, Dakar, Sénégal",Voitures,,
Kia K7 2016,7 000 000 CFA,9 heures,"Diamalaye 1, Dakar, Sénégal",Voitures,,
Déco trophées en bois idéal pour déco meuble tv console étagère coin bureau,12 000 CFA,9 heures,"Colobane, Dakar, Sénégal",Décoration & luminaires,,
Kaki,7 000 CFA,9 heures,"Dakar Plateau, Dakar, Sénégal",Vêtements Homme,,disponible
Chaussures homme,16 000 CFA,9 heures,"Dakar Plateau, Dakar, Sénégal",Chaussures Homme,,disponible
Peugeot 308 2016,6 500 000 CFA,9 heures,"Fass, Dakar, Sénégal",Voitures,,
Location appartements 3 pièces - Dakar,410 000 CFA,9 heures,"Dakar, Sénégal",Appartements,,
Téte à téte,70 000 CFA,10 heures,"Colobane, Dakar, Sénégal",Meubles,,
Table à manger 6places,175 000 CFA,10 heures,"Colobane, Dakar, Sénégal",Meubles,,
Terrains 22ha TF -Ndayane,Prix sur demande,10 heures,"Rufisque, Sénégal",Terrains,,
Mazda CX-5 2014,6 800 000 CFA,10 heures,"Dakar, Sénégal",Voitures,Produit neuf,
Kia Sportage essence 2013,5 500 000 CFA,10 heures,"Dakar, Sénégal",Voitures,Produit neuf,
Citroen C4 2016,5 800 000 CFA,10 heures,"Dakar, Sénégal",Voitures,Produit neuf,
Ford Escape SE 2014,4 000 000 CFA,10 heures,"Dakar, Sénégal",Voitures,Produit neuf,
Renault SM6 2016,7 300 000 CFA,10 heures,"Damel, Dakar, Sénégal",Voitures,,
Transport colis international,100 000 CFA,10 heures,"Ouakam, Dakar, Sénégal",Autres services,,disponible
Hyundai Sonata limited 2012,3 800 000 CFA,10 heures,"Dakar, Sénégal",Voitures,Produit neuf,
Ford Fusion Sel 2014,3 800 000 CFA,10 heures,"Dakar, Sénégal",Voitures,Produit neuf,
Hyundai Santa Fe sport 20,5 900 000 CFA,10 heures,"Dakar, Sénégal",Voitures,Produit neuf,
PC Lenovo yoga,120 000 CFA,10 heures,"Dakar Plateau, Dakar, Sénégal",Téléphones & Tablettes,Produit neuf,disponible
PC HP Elitebook 840 G6,165 000 CFA,10 heures,"Yoff, Dakar, Sénégal",Ordinateurs,,
Bassin riche,5 000 CFA,10 heures,"Dakar Plateau, Dakar, Sénégal",Tissus & Foulards,,disponible
Bassin riche,5 000 CFA,10 heures,"Dakar Plateau, Dakar, Sénégal",Tissus & Foulards,,disponible
Ipad pro 4e génération m2,380 000 CFA,10 heures,"Medina, Dakar, Sénégal",Téléphones & Tablettes,Produit neuf,disponible
Jeep Cherokee trail hawk,6 700 000 CFA,10 heures,"Parcelle Assainies, Dakar, Sénégal",Voitures,,
Peugeot 308 GT Line 2016,5 850 000 CFA,10 heures,"Fass, Dakar, Sénégal",Voitures,,
iPad pro 6e génération m2,450 000 CFA,10 heures,"Medina, Dakar, Sénégal",Téléphones & Tablettes,Produit neuf,disponible
Chaussures homme,10 000 CFA,10 heures,"Dakar Plateau, Dakar, Sénégal",Chaussures Homme,,disponible
Samsung Galaxy A16 -256Go,125 000 CFA,10 heures,"Mermoz-Sacré Coeur, Dakar, Sénégal",Téléphones & Tablettes,Produit neuf,disponible
Peugeot 2008 2022,14 000 000 CFA,10 heures,"Fass, Dakar, Sénégal",Voitures,,
Chaussures homme,Prix sur demande,10 heures,"Dakar Plateau, Dakar, Sénégal",Chaussures Homme,,disponible
Getzner super manium gold,12 000 CFA,10 heures,"Dakar Plateau, Dakar, Sénégal",Tissus & Foulards,,disponible
Serveur Dell Poweredge T630,350 000 CFA,10 heures,"Guediawaye, Dakar, Sénégal",Accessoires Informatiques,,
Serveur Dell T7920,650 000 CFA,10 heures,"Guediawaye, Dakar, Sénégal",Ordinateurs,,
Peugeot 2008 2022,13 500 000 CFA,10 heures,"Fass, Dakar, Sénégal",Voitures,Produit neuf,
Ford Explorer Platinium 2016,8 200 000 CFA,10 heures,"Grand Dakar, Dakar, Sénégal",Voitures,Produit neuf,
GMC Terrain 2019,11 000 000 CFA,10 heures,"Fass, Dakar, Sénégal",Voitures,,
Ventilateur mural mtk air,19 000 CFA,10 heures,"Mermoz-Sacré Coeur, Dakar, Sénégal",Climatiseurs & ventilateurs,Produit neuf,disponible
Chaussures homme,Prix sur demande,10 heures,"Dakar Plateau, Dakar, Sénégal",Chaussures Homme,,disponible
Chaussures homme,Prix sur demande,10 heures,"Dakar Plateau, Dakar, Sénégal",Chaussures Homme,,disponible
Jeep Cherokee 2019,11 000 000 CFA,10 heures,"Dakar Plateau, Dakar, Sénégal",Voitures,,
Chaussures homme,16 000 CFA,10 heures,"Dakar, Sénégal",Chaussures Homme,,disponible
Robe,15 000 CFA,10 heures,"Dakar, Sénégal",Vêtements Femme,,disponible
Babouche hommes,10 000 CFA,10 heures,"Dakar, Sénégal",Chaussures Homme,,disponible
Ford Tourneo 2016,5 700 000 CFA,10 heures,"Ouest Foire, Dakar, Sénégal",Voitures,,
Ensemble homme,13 000 CFA,10 heures,"Dakar, Sénégal",Vêtements Homme,,disponible
Dock Station Dell,45 000 CFA,10 heures,"Guediawaye, Dakar, Sénégal",Accessoires Informatiques,,
Bassin riche,5 000 CFA,10 heures,"Dakar Plateau, Dakar, Sénégal",Tissus & Foulards,,disponible
Mazda CX-9 2019,12 900 000 CFA,"Damel, Dakar, Sénégal",Voitures,"Damel, Dakar, Sénégal",,
Location bureaux 70m²  -Mermoz-,300 000 CFA,10 heures,"Mermoz-Sacré Coeur, Dakar, Sénégal",Bureaux & Commerces,,
Chaussures homme,13 000 CFA,10 heures,"Dakar, Sénégal",Chaussures Homme,,disponible
Chaussures homme,25 000 CFA,10 heures,"Dakar, Sénégal",Chaussures Homme,,disponible
Serveur Cisco,450 000 CFA,10 heures,"Guediawaye, Dakar, Sénégal",Accessoires Informatiques,,
Pièces détachées Ford Escape 2014,100 000 CFA,10 heures,"Mamelles, Dakar, Sénégal",Accessoires & pièces détachées,,
Services automobiles haut de gamme,Prix sur demande,11 heures,"Fass, Dakar, Sénégal",Accessoires & pièces détachées,,
Location Toyota Fortuner 2017 manuel diesel 7places,75 000 CFA,"Point E, Dakar, Sénégal",Location de véhicules,"Point E, Dakar, Sénégal",,disponible
Ford Fiesta 2012,2 800 000 CFA,11 heures,"Fass, Dakar, Sénégal",Voitures,,
iPhone 15 -128Go,260 000 CFA,11 heures,"Medina, Dakar, Sénégal",Téléphones & Tablettes,,disponible
Robe,12 000 CFA,11 heures,"Dakar Plateau, Dakar, Sénégal",Vêtements Femme,,disponible
Mazda CX-9 2018,12 900 000 CFA,11 heures,"Damel, Dakar, Sénégal",Voitures,,
Tissu homme,Prix sur demande,11 heures,"Dakar Plateau, Dakar, Sénégal",Tissus & Foulards,,disponible
Chaussures homme,18 000 CFA,11 heures,"Dakar Plateau, Dakar, Sénégal",Chaussures Homme,,disponible
Canapé lit,160 000 CFA,11 heures,"Colobane, Dakar, Sénégal",Meubles,,
